item_ord,content_hash,model,prompt_version,category_llm,confidence,rationale
348,b6cbd5455b9acdcb,qwen3:30b-a3b,v2,Performance,0.95,"The fix optimizes the use of moving-aggregate mode by avoiding unnecessary computation when the window frame is static, directly improving query execution efficiency."
349,3ff7adf20a03252c,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a use-after-free issue during query planning, which would cause crashes or unexpected errors, aligning with the 'Crash & corruption' category as the primary concern."
350,43be351f80756a4f,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a memory management issue where freed data is still in use, which could lead to crashes or data corruption if the freed memory is overwritten before being accessed."
351,8f73366193fd6763,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses incorrect error messages related to statistics kind codes, which impacts how the planner interprets or reports on statistics, directly affecting query planning and result accuracy."
352,357279f809b4cb9b,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where incorrect handling of function return types could lead to runtime errors or assertion failures, which fundamentally relates to ensuring correct query results and planner behavior."
353,8f5730c4bef40778,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where SQL-language procedures returning a composite type caused assertion failures or crashes, which relates to incorrect behavior in query execution or planning rather than security, performance, or other categories."
354,a471b74e59e51968,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix adds stack depth checks to prevent stack overflow crashes in recursive functions, addressing a potential crash vulnerability rather than a security flaw or other category."
355,35422f132cec2ba5,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect rounding and overflow issues in the date_bin() function, which would lead to wrong results in calculations, not a crash, security issue, or other category."
356,91f507698315d30f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect results from timestamp arithmetic due to integer overflow, which directly impacts result accuracy rather than security, crashes, or other categories."
357,2461ab9aa5fbfec5,qwen3:30b-a3b,v2,Wrong results & planner,0.9,The fix addresses a scenario where pg_get_expr() might return incorrect results (failing to return NULL when a relation is dropped) rather than a crash or security issue.
358,3b4e6aa40665d6a7,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a misidentification of transaction IDs, which directly impacts the correctness of query results and planner behavior, rather than security, crashes, or other categories."
359,2dd3ed505730293e,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash or corruption scenario caused by the freespace map returning an invalid page, which could lead to a 'could not read block' error during recovery operations."
360,1751ea14dfa3bc28,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a file descriptor leakage issue, which is a resource management problem that can lead to crashes or corruption if not handled properly."
361,69f841ae09469083,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses potential corruption of the exception stack when an FDW (Foreign Data Wrapper) implements async append without proper wait conditions, directly preventing data corruption or stack corruption issues."
362,2bac9f82402e24fc,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a scenario where accessing an index during reindexing could lead to incorrect behavior or results, specifically preventing a user-defined index expression from accessing its own table during reindexing, which could cause unexpected outcomes."
363,71d5b832a14f492a,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where index-only scans on name columns returned truncated values, which could lead to incorrect results or planner behavior, rather than a security flaw, crash, or other category."
364,a24ae5f139ad35b8,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a race condition in logical replication's table sync operation, directly impacting replication reliability and timing."
365,6fe00674f7de3d89,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by DSM (Dynamic Shared Memory) allocations exceeding 4GB, which directly relates to preventing crashes due to memory allocation issues."
366,82a04733b1d8ed18,qwen3:30b-a3b,v2,Client tools,0.9,"The fix addresses a connection issue related to client socket configuration, specifically ensuring non-blocking mode at session start, which falls under client tool functionality."
367,611f39e2f9ba68ef,qwen3:30b-a3b,v2,Client tools,0.9,"The fix addresses error reporting in client tools when using OpenSSL 3.0.0+, which is a client-side issue rather than a security vulnerability or core database functionality."
368,b32789d4d4582a5e,qwen3:30b-a3b,v2,Build & platform,0.9,"The fix addresses a platform-specific issue with concurrent calls to bindtextdomain() on Windows, which is a build or platform compatibility concern rather than a security, crash, or functional issue."
369,1499d582d970d744,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by redefining a macro in ecpg's preprocessor, which is fundamentally about preventing a crash rather than security, performance, or other categories."
370,958ca5da5b540b96,qwen3:30b-a3b,v2,Client tools,0.9,"The fix addresses a warning message in ecpg, which is a client-side tool for embedding SQL in C programs, making it a client tool issue rather than a security, crash, or other category."
371,819ac6db5be0efdf,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix ensures proper zero-termination of a string result in the ecpg 'intoasc' function, which is a functional correctness issue rather than a security, crash, or performance problem."
372,feb585e07fbabc93,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a specific issue in the psql client tool related to query result handling after cancellation, which is a client-side functionality concern."
373,0492945ee9f84484,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses the behavior of pg_dumpall regarding role comments, which is a functional enhancement rather than a security issue, crash, or performance problem."
374,4455e8055f760b93,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses handling of macOS-specific files in backup tools, which is a minor usability adjustment rather than a security, crash, or functional issue."
375,db400c00d96dafbe,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a parsing error in PL/pgSQL that would lead to incorrect behavior or failure when encountering specific comment syntax after expressions, directly impacting the correctness of query execution."
376,8069f60e28b863ae,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a false positive reporting issue in the amcheck contrib module, which is about improving the accuracy of a utility tool rather than security, crashes, performance, or other primary categories."
377,e8e00c127f985ded,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses issues in BRIN output functions used for displaying index entries in contrib/pageinspect, which is a minor functionality enhancement rather than a critical issue like security, crash, or performance."
378,a33af32c74da35e7,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where the planner incorrectly generates a sort request by a constant, which could lead to remote server errors and potentially incorrect query results due to misinterpretation of the query structure."
379,4068026e56d55c33,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix adjusts the time zone setting behavior for a specific extension, addressing a technical nuance in timezone handling without impacting security, performance, or core functionality."
380,3fbd2b91cb3d1b9d,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses a deprecation issue in the contrib/xml2 extension, which falls under maintenance of extensions and contrib modules."
381,5fe600bbc614a37d,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compatibility issues with LLVM 18, which relates to the build process and platform dependencies, not security, crashes, or other functional aspects."
382,64a34a534fce92eb,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compatibility with the musl C library during the build process, which falls under platform-specific build adjustments."
383,d2fb5e7a3222175d,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix fundamentally addresses a security vulnerability (CVE-2024-7348) where an attacker could inject SQL code via malicious object creation, leading to unauthorized code execution; the primary focus is closing a security weakness, not merely preventing a crash or other symptom."
